formula,target
C2H12N6Ni1S2,4.985602
Ba8Mn4S12,2.699251
C4K4N8O16,3.100996
Sb2Se1Te2,0.15417
Pb8Se16Si4,2.304697
Lu1Na1S2,3.316454
Na12O16Ru4,2.516003
Mn2O6Sn2,2.32921
Bi6Cl20Te4,1.7844540000000002
Bi4Ir4S4,1.340151
F6Ni1Pt1,4.083953
Cr12O48P12,3.979219
Cr2K2O4,4.279498
Cu2Na2Te2,1.541722
Au2Rb2Se2,2.633783
Ag2Rb4S8V2,2.296546
O24P6Rb2Ti4,3.946028
P4Rb8Se18,2.228501
Ca12Ga2N10,1.599472
Ga4I16K4,3.591219
Cr3Cs3F12,3.954999
Cl6Cs2Se1,3.444045
Br9Cs5Nb2S4,2.758276
La8S16,1.305186
Se6Si2Tl4,2.220392
H8Ni1O16P4Rb2,6.03496
Fe1Ga2Se4,1.603922
H10N2O14Se4V2,2.473364
K4S10Sn4,2.237308
Bi8Cs8Se20Zn4,2.034061
F6K1Rb2Rh1,4.511219
Cu2Ge1Hg1S4,0.937127
Mo16O96Sb32,2.14437
As2Rb6,0.248684
Cl4Re12S16,2.440744
Ca2Cl2Cu1O10Te4,3.457629
Ba8I16,4.420592
Ba4In2Te10Y2,1.302361
Br12Cs4,3.225319
Mg2Na2Sb2,1.593008
Ba1Li2Mn1O8V2,3.417657
B2C8Hg1N8,6.380966
F12Na6V2,3.528669
Cu8O16Se4,3.245712
Al2K4Na2P4,2.329582
I32Si8,3.851037
Ba4C4Cl4H8N4O4S4,6.084986000000001
Au2K6Se4,3.001868
La2Na2O8Ti2,3.822525
Cl2H4Hg2N2,3.8604
Na16O20Se4,3.109219
Ca1P2Zn2,1.490326
Bi6In10S24,2.023042
H14N4O10P2V2,3.915729
Bi4Ge4K4S16,2.51622
I16Sr8,4.831567
Cs2F6Fe1Tl1,3.605393
Au4F16Ni2,3.567521
Bi8Cl8Mn8S16,2.781786
Cr2Mn2O12Y4,1.986472
As6Ba4Cd4,0.578884
Mg2O10Ti4,3.992478
In2Se2,1.037299
As2F2Mn2Sr2,1.8983160000000003
Cu8O6,2.142684
O14Sr2V6,3.683734
In8Pb4S16,2.096083
Na4O16Ti4Y4,3.770294
Ba4O16W4,4.238375
Cu6Nb4O16,3.068925
Ba2Cu1O6W1,2.701784
Ba4Cu8Se8,1.5791110000000006
Ca4Mn4O12,1.096456
Cr8K4O26,3.064545
Cr2Li2O14P4,4.150241
C8H14O16V2,2.683472
Fe2K4O14P4,4.044327
O16Se4V2Y2,2.223208
Ag2Ba1Ge1S4,1.633857
Cl4La4Te4,1.5962560000000003
Co1I10Y6,0.7370540000000001
Cl4V2,4.0707830000000005
Fe4O12Sr6,3.176485
Cd1O6Sb2,3.112633
Mo4Rb8S16,2.239219
Ga8K8Te16,2.013284
Mn4Nb4O18Zn4,2.737963
Cu1La1O2,4.024591
Cu2La6S14Sn2,2.748266
K12P44,2.680529
Cu4Te6Zr2,0.567637
O8Pb6,1.596743
Ca1Cu3O12Ti4,2.593069
Au4K4S20,2.691395
As16Ca12Ge8,1.1795019999999998
Ca8Ge4S16,3.5796100000000006
Cl2F2O14Pb4Se4Ti2,3.262496
Ba2F2Mn2O1Se2,2.837282
Na5O6Re1,3.467592
Cl8Co4H8O4,3.929639
Al16F48,9.688452
C6Co2H6K2O12,4.483452
B1Ba2Cl17Zr6,1.740802
Cl4I4Sn4,3.127951
P16Zn4,1.475706
O4S4Zr4,3.553154
Li18O18Te3,4.504824
Ag2As2Na4,1.229253
Ba4Ge4O2S12Zn2,3.177629
Ba2S6V2,0.7436229999999999
Ba4O16Si4V2,3.914627
Ag4O20Se4V4,1.564451
Cl16Mo4O4Te8,0.461939
Cd4I8,3.333312
Cu2Fe2O4,1.766352
Ba8O16V4,2.648443
Ba2Ni2O6,3.119943
Li1Mg1P1,0.515539
Bi6O14Sb2,3.255704
Br2Fe2O6Sr4,1.688029
Ag2Bi2P4S12,1.97762
O3Pb1V1,2.283045
As2Ge1Te4,0.5727590000000005
Ni4O12Se4,4.259868
Cu2O12V4,3.200875
Mn2P2Se6,2.53701
La12N4S12,2.150037
Ca1Cu1K2N6O12,2.523335
F9Y3,7.869972
Cu4Pb4S12Sb4,1.609271
C4H8N2O4,4.414454
Ag2Ba1S4Sn1,1.366827
Cu2Hf2S6Tl2,1.725443
Rb4Te4,1.517404
Ca4Co4O28P8,4.875602
H6Hf1Na2O6,6.221697
Ce2O28P10,4.649643
Bi2Br6,3.610234
Hg1Sn1Te4Tl2,0.57835
Cl2Cr2O2,2.940962
O32Se8V8,3.362052
Ba8Bi4Ga4S20,3.015018
Cu4In4S12Si2,1.615921
Li2O10V4,1.0068560000000002
Cs2Cu3F12Ti1,4.515572000000001
Pt4Se4Si4,1.199734
S2Zn2,3.5482495
K2O21V8,1.999727
Mn6O24P6Pb2,1.265021
Ag4Ca4Sb4,0.3676440000000003
Ba12Ga8N16,2.4974580000000004
S4Tl3V1,2.700993
Au4C8N8Rb4S8,3.798891
Br6Pd1Rb2,1.389625
F4H4N4O6Sn2,2.791621
Au4I4,1.33036
Ag2Cl4Cs2,3.693911500000001
Cd4Nb4O14,3.4297215
Cr6O16Rb2,2.707985
F6Ni1Rb2,4.191814
Ag1C2K1,3.371901
Co4F8,4.82131
Ga2S16V8,1.266793
H24O12,7.317122666666667
C2H4Mn2O12P2,4.65516
K1O3Ta1,3.32806
