formula,target
K2Cd3Te4,2.26
CaTaNO2,2.4
Sr(LaS2)2,2.85
SmS,2.3
Zn2InCuSe4,1.1
PRuS,1.4
Cd0.5Hg0.5Se1,0.8
AsBr3,2.6
Na2Hg3Se1.49S2.51,2.03
Ba3Eu(PO4)3,4.09
KFeCuTe2,1.06
Lu2O3,5.5
POsS,1.4
Ag7AsSe6,1.0
Zn0.9Hg0.1Te1,1.74
RbMn4Ga5Te12,1.53
P2Rh,1.0
Pb1Se0.01S0.99,0.37
In0.001Te1Pb0.999,0.3
Li2CdGe,0.99
RuSe2,1.0
K2.15Sb8.15Pb1.7Se15,0.6
HgBrCl,3.4
CsSmCdSe3,2.45
RbF,10.4
Ce4Te7,0.5
CsErZnSe3,2.56
Si0.07Ge0.93,1.04
Ba4Ge3Se9Cl2,1.89
Y4US5O3,1.95
Pb1Se0.99S0.01,0.26
KF,10.3
La2Ga2GeS8,2.78
CsPSe4,2.44
Hg3Bi2(TeCl4)2,2.8
Sr2La2Pt1O7.13,2.52
CdHg6(As2Br3)2,1.89
K2VAgS4,1.85
Rb2Hg(PSe3)2,2.32
Ba3Nb2Se9,1.3
In1Sb0.1As0.9,0.14
K10Mn4Sn4S17,2.3
Nb2Pb2Se4O15,2.79
Ba2V4(TeO6)3,2.64
Cd0.06In0.94Te0.06As0.94,0.68
Zn0.01Ga0.99Sb0.99Te0.01,0.72
Eu1.83Ta15O32,0.23
BaGe4(IrS3)2,1.54
Rb3Sb,1.0
RbMoPO6,2.96
Cs2Th(PS3)3,2.8
Na4Al4Si19,0.64
InSb2Se4Br,1.35
Na2Si2Hg3S8,2.86
BaZnSiSe4,2.71
Nd2Te3,1.12
KBaB5O9,3.65
Tl2TeI6,1.47
TiTe2,1.0
PdS,0.5
K6Ta2.93Nb1.07S22,1.88
K2PAuS4,2.63
K2PdSe10,1.48
Si0.03Ge0.97,0.67
Al0.4Ga0.6P1,2.35
P2Se5,2.2
AgP15,1.47
Te2Os,0.3
Hg7.5As4Cl6,1.73
Zn0.99Ga0.01P0.01S0.99,3.7
Ce8Sb2S15,1.99
NbCu3Se4,2.45
GaAgO2,2.2
VZn2BiO6,2.4
In0.8Ga0.2As0.2P0.8,1.4
Ga1As0.4P0.6,2.1
HfO2,5.55
LiAsS2,1.6
Sn0.28Te0.28Pb0.72Se0.72,0.12
RbV(CuS2)2,1.45
CsCd4Ga5Te12,1.67
In0.4Ga0.6As0.6P0.4,1.74
K6Ta1.03Nb2.97S25,2.01
Gd(CuS)3,1.62
CsGeI3,1.6
GeTe2,0.3
Eu3Sb4S9,1.2
AlAgTe2,1.8
BaTe,3.4
CuSbSe2,1.05
NaLa2TaO6,4.5
Dy(InS2)3,1.22
Tl2InGaSe4,2.05
HgTe,0.15
Ce2(SnSe3)3,0.3
Cd(GaS2)2,3.4
Bi0.2Te0.3Pb0.9Se0.9,0.25
CsGeB3O7,5.76
HgPS3,2.6
ZnI2,4.53
Si3N4,5.1
La6Sb4(SO4)3,2.6
KBiS2,0.86
Ba2GdGaTe5,1.12
Eu2Se3,1.02
EuSb4Te7,0.54
Cs2Ti(AgS2)2,2.44
Ba8Sn4S15,2.31
Sm2(SnSe3)3,0.7
CsAg2TeS6,2.04
Cr3Se4,1.59
Tb(InS2)3,1.2
BiClO,3.46
Zn0.9Hg0.1Se1,1.75
RbInS2,3.3
Ca4Bi6O13,2.76
MgCu2GeS4,2.36
Pb1Se0.9S0.1,0.27
Tl2Te3As2Se,0.67
Eu3S4,1.7
CsAg5Te3,0.65
NaIn3Se5,2.17
Cs3Sb2I9,1.89
KAgAsS2,2.21
TiTlSe2,0.56
CdBr2,4.47
In0.01Ga0.99As1,1.4
AsS,2.4
Li2In2GeSe6,2.3
RbIn5S6,2.5
CsYbMnSe3,1.59
BaO,4.8
Ba3InS4Cl,3.42
LaCuTeO,2.31
K2Dy2Ti3O10,3.38
EuCu2SnS4,1.85
SeS,1.9
Y2S3,2.9
Ca2Ge,1.0
LiIn(IO3)4,4.27
MnO,3.6
B4C,1.64
Tb4Al2O9,4.59
V3Pb2Se5O18,3.14
AsPPt,0.4
Ga2SnGeS6,2.04
Cd0.07In0.93Te0.07As0.93,0.68
In0.1Ga0.9As0.9P0.1,1.6
Eu3Sb4Se9,1.08
OsS2,2.0
La4InSbS9,2.07
KSnAuS3,2.3
HgTeBr,2.06
Eu3Se4,0.58
Rb2Mo3Se3O16,3.1
Li2CdSnS4,3.26
Sn0.25Pb0.75Se1,0.04
ZnCu2SnSe4,1.44
CsCeCdSe3,2.4
ZnSi(AgS2)2,3.28
K5In3P6Se19,2.2
SiAs2,0.88
Al0.1In0.9P1,1.5
Cd0.75In2.1Ag0.2Te4,0.54
In2GeTe3,0.68
Nd3Te4,1.6
Na2Ga2SnS6,2.2
Sm2Te3,0.7
K2Ge2PbS6,2.85
BaSn2S5,2.35
Cs1.13Cd1.13Bi2.87Se6,1.0
Bi2Te0.6Se2.4,0.28
Bi2Te0.9Se2.1,0.28
Ag2GeSe3,0.9
Bi3I4O13F3,3.7
BaCuSbSe3,1.6
K3Sm(AsS4)2,2.2
Cs3Sn3Cl7F2,2.96
La5Cu6.33S7O4,2.0
InBi2S4Cl,1.5
K2Sn(AuS2)2,2.75
La20Mo12Cl4O63,2.4
RbCd4Ga5Te12,1.64
Nd2HfS5,0.7
Ge0.4Te1Pb0.6,0.51
Tb(CuTe)3,0.46
Ba(GaSe2)2,3.16
AgF,2.8
CsNa8(B7O12)3,4.67
Mn15Si26,0.7
NaF,10.5
Zn0.99Ga0.01Sb0.01Te0.99,2.1
Ga2Cu1S3.5,2.42
SiGe,0.88
RbH3(SeO3)2,4.84
Zn0.42Ga0.58As0.58Se0.42,1.67
Cu2WSe4,1.65
Cd3In2(Te2S)2,1.23
NdMoO4F,3.66
Ge0.39Te1Pb0.61,0.56
Ba2ErInSe5,2.29
Li2CdGeS4,3.1
Li3PS4,3.68
Ca(PrS2)2,2.9
CuBS2,3.61
SnTe,0.3
UP2S9,1.41
Eu(SbS2)2,1.2
Ge0.01Pb0.99Se1,0.27
TiTlS2,1.0
K(GeSe2)2,1.8
Sn0.15Pb0.85Se1,0.13
KAg2SbS3,2.1
Na3WClO4,4.99
LaGaO3,4.4
Ga1.2Cu0.8Se2.2,1.58
Ba2GdInTe5,1.36
ScAgO2,3.8
Cs2Ba3(P2O7)2,6.31
Ta7Cu3O19,2.47
Cd4Sb3,1.25
Zr6O,0.18
Ge0.2Pb0.8Se1,0.35
TiS3,0.9
Ga2SiPbSe6,2.17
In2O3,2.8
Si0.98Ge0.02,1.08
CsCd4Ga5Se12,2.21
Sn0.2Pb0.8Se1,0.06
La2S3,2.77
Dy2O3,5.0
Cd0.8In2.1Ag0.1Te4,0.29
HgCl2,4.45
Ag2Mo(I2O7)2,3.06
In0.07Te1Pb0.93,0.32
Sm1.82Lu2.18Se6,1.51
KSiBiS4,2.25
Zn0.01Ga0.99P0.99S0.01,2.25
Na2Te,2.3
Cs2Sn(PSe3)2,2.06
Tl2TeS3,1.6
CI4,2.26
VTeHO5,2.51
Ba2Ga8GeS16,3.0
In1.6Cu0.4Se2.6,1.32
Cd1Se0.2S0.8,2.23
CsInSnS4,2.9
YbB66,1.27
Si0.458Ge0.542,2.24
Li2In2GeS6,3.45
CdCu2GeS4,2.05
TlGaS2,3.4
ZrSe2,2.0
LiB3,2.0
KThCuS3,2.95
Ag7AsS6,1.0
Sn0.001Pb0.999Se1,0.24
Lu2TlCu3Se5,2.12
Nb2AgPS10,1.78
BaCaB2O5,5.6
Rb2Hg3(GeS4)2,2.8
YCd4B3O10,3.78
BaAl4Se7,3.4
Ge0.41Te1Pb0.59,0.49
PdSe,0.2
Na0.5Ge1Pb1.75Se4,1.6
Ga1As0.9P0.1,1.5
In1.99Cu0.01Se2.99,1.45
Si0.347Ge0.653,1.91
Dy3Al0.5Si1S7,2.22
Tl3AsSe3,1.3
SnI4,2.38
KAg2SbS4,2.2
GePbS3,2.4
RbZrPSe6,2.0
NaYb(PS3)2,1.85
BaPrO3,2.0
Bi1.6Sb0.4Te3,0.16
KPPbO4,4.44
LiCa3As2H,1.4
Rb2AgPS4,2.6
Ga1.02Sb0.98Se0.06,0.63
AgBiS2,0.9
KCu2BiS3,1.29
KCd4Ga5Se12,2.16
BiSCl,1.89
Na2Zn(SnS3)2,2.93
Ga1Sb0.35As0.65,0.68
Li2PtO3,2.3
K2Ce(PO4)2,2.46
RbNb3(TeO6)2,3.49
FeI2,5.15
CuN3,4.17
Rb2Cd3Te4,2.3
Ho2GeS5,2.5
Na3MoClO4,4.69
Zn0.85Ga0.15As0.15Se0.85,2.25
Tl6Cu(TeO5)2,2.3
Nd4InSbSe9,1.57
Na4Eu(GeS3)2,2.15
RbNb4Br11,0.46
Cs10Cd4Sn4S17,3.16
NaB15,0.32
RhSeS,0.7
Ba2B6O11,5.17
Gd(CuTe)3,0.52
CrSb2,0.14
Bi2Te0.03Se2.97,0.27
LaH2NO5,4.76
Ba2SmTaO6,3.02
Gd3Al0.74Si0.7S7,2.34
Cs2SiB4O9,6.53
Eu(GaS2)2,2.25
Tl2GeTe3,0.36
K2Hg(PSe3)2,2.25
CuBiPbS3,0.12
Zn3(PS4)2,3.07
Ge0.05Te1Pb0.95,0.34
Yb4Sb2S11.25,1.71
Cd4P2Br3,2.19
LiB9PbO15,4.75
Ga0.01Te1Pb0.99,0.42
Ba6Al4B14O33,3.44
Li2ZnSnS4,2.87
Ba5(GaSe4)2,2.51
Yb(CuSe)3,0.2
Zn0.01Ga0.99P0.99Se0.01,2.24
K2Gd2Ti3O10,3.3
TlHg6Se4Br5,2.8
Lu(InS2)3,1.27
Cs2NbCuSe4,2.19
Bi2Te0.45Se2.55,0.2
K4GeSe4,0.64
Ge0.15Te1Pb0.85,0.36
Cs3Sb,1.6
Al2S3,4.1
YMoO4F,3.78
Y2O3,5.6
Ge40Te5.3I8,0.8
Cu4Sn7S16,0.8
Ba2SmGaTe5,1.04
Ca10Ge16(B2O17)3,5.47
Tb2EuSe4,2.0
LiMgAs,0.7
YbNd2CuS5,1.35
Li3AlP2,2.75
NaInS2,1.9
BaAu(IO3)5,2.32
Li3ScN2,2.9
LiInSe2,2.83
NaNb2PS10,1.72
KV2I3O13,2.3
GdB66,1.27
Ca(SmS2)2,2.05
Ho2O3,5.42
Eu3Bi4S9,1.18
Sr3Se3ClO8,4.4
CsYTe3O8,3.4
Ba2V2Te2O11,3.16
Ca5B3O9F,6.53
Ca2SnS4,2.32
Bi24BO39,2.91
CsAu,2.3
Cd(In15Te23)2,1.17
